x,y,cat
-0.788085,5.96942,1
4.24062,3.58299,1
6.74862,5.81319,1
2.31891,3.36562,1
2.73117,3.20727,1
3.298,-0.949846,1
0.987038,4.71853,1
0.733525,1.73149,1
3.19575,3.06945,1
3.31134,5.13553,1
1.94646,0.966197,1
5.51292,3.86491,1
0.915096,3.88077,1
2.58879,1.13158,1
0.299137,5.58866,1
0.923239,4.49543,1
3.10925,2.5479,1
0.4522,3.93698,1
0.0397082,1.94041,1
-1.43523,1.80683,1
0.800546,1.85073,1
0.123566,-0.955285,1
3.38941,1.88236,1
3.75291,3.73922,1
-2.64573,4.4098,1
0.166124,3.32888,1
-0.445453,3.80253,1
4.59319,5.50531,1
4.59553,3.35402,1
-1.95068,1.88984,1
2.74669,2.5241,1
-0.0406984,3.51217,1
6.04975,3.00345,1
2.23284,4.05053,1
0.570153,6.20874,1
0.599436,2.27504,1
0.774001,3.14003,1
3.20661,2.09178,1
0.0124113,2.18596,1
0.79906,3.84406,1
2.53994,2.87461,1
4.48803,2.72263,1
0.952405,5.23585,1
1.74089,-0.894208,1
-1.42061,3.22799,1
2.62711,9.58985,1
-0.14858,12.8731,1
4.63084,11.6411,1
3.35035,4.98794,1
-1.4994,11.4707,1
0.748259,5.85301,1
2.56352,10.8112,1
0.456049,8.80357,1
1.01882,10.4722,1
5.34539,7.09855,1
1.26724,9.08717,1
1.33911,8.64918,1
2.26919,6.77946,1
0.22576,10.4831,1
3.23549,8.98946,1
2.60236,11.6286,1
1.89337,10.6254,1
1.49484,6.9424,1
2.20205,6.68881,1
0.501593,9.22645,1
4.04344,9.15576,1
0.776874,12.2208,1
1.82166,10.0637,1
3.14697,8.76824,1
2.04445,6.53174,1
2.352,5.50568,1
3.47813,7.63897,1
1.16767,5.5177,1
1.08147,10.3292,1
0.548797,12.4318,1
-0.14767,10.1806,1
-0.467675,9.46936,1
4.69766,10.4285,1
0.519257,9.84275,1
4.45726,10.4697,1
2.12984,10.0537,1
2.58973,9.12808,1
-1.1762,8.15293,1
1.64994,8.14823,1
-0.76334,5.50769,1
-1.0108,7.63374,1
1.23798,8.49005,1
-0.581208,7.89259,1
-0.403524,10.7635,1
1.4449,8.33457,1
3.17049,6.90021,1
3.7332,10.0469,1
2.63674,12.2561,1
1.9205,6.95473,1
3.57906,6.04056,1
4.13179,6.7809,1
-0.338971,10.949,1
-1.7204,6.87401,1
4.24103,5.70438,1
0.349931,8.52192,1
0.968451,6.71087,1
1.61868,8.94286,1
1.195,7.64801,1
0.405366,9.64696,1
4.7991,9.481,1
-0.0474536,7.16363,1
-0.901664,12.3774,1
4.05035,7.83914,1
5.91778,12.2352,1
2.40178,5.68379,1
-0.949619,8.24492,1
-0.0838323,7.68858,1
4.62142,8.58762,1
1.43875,9.62769,1
0.656758,6.1159,1
6.2666,5.55252,1
2.60245,11.3096,1
0.411646,4.39128,1
2.30075,8.09701,1
0.162107,10.9631,1
1.66825,8.45297,1
3.53883,11.0975,1
1.55021,7.93294,1
1.3893,8.20301,1
1.96377,8.51702,1
3.68893,6.78422,1
1.25892,13.0332,1
-0.162945,7.98915,1
4.97233,7.048,1
4.01899,11.5412,1
-2.5073,10.0311,1
4.33171,9.82222,1
3.8268,7.27044,1
-0.423906,8.32338,1
2.09357,7.82916,1
3.54947,9.86681,1
3.50799,7.93248,1
2.26916,7.00183,1
2.22683,10.2471,1
2.48749,5.62097,1
-0.535339,9.50988,1
4.3313,5.54148,1
2.70312,4.74227,1
3.36189,7.50362,1
1.86764,7.40552,1
3.67528,-5.52581,2
5.77693,-2.77044,1
9.17231,-5.14039,1
6.17323,-6.45599,2
5.36894,-6.23545,2
5.21399,-5.58303,2
10.5097,-5.75831,1
5.259,-4.47882,2
4.43796,-7.28439,2
7.49296,-4.3613,2
6.47945,-4.31299,2
6.52237,-6.99231,2
7.43692,-5.33878,2
8.94918,-6.01637,2
7.49384,-2.09156,1
5.30067,-2.90772,1
8.9848,-5.57932,2
6.28189,-4.93397,2
4.79396,-3.27642,1
8.34963,-8.60084,2
6.56293,-5.71001,2
6.57375,-7.14065,2
11.3554,-5.40107,1
4.13837,-6.33289,2
2.36812,-2.69947,1
3.87115,-3.85633,2
3.93805,-8.35123,2
5.70593,-6.71422,2
6.57432,-7.26904,2
2.95463,-9.94023,2
6.0488,0.162458,1
9.32226,-6.24348,2
4.56035,-4.35178,2
5.06449,-9.6299,2
7.38581,-6.56606,2
4.61719,-6.08832,2
11.0099,-7.79475,2
5.65674,-6.06687,2
7.25335,-6.90663,2
4.20669,-5.98751,2
8.47075,-3.08393,1
4.77075,-7.49049,2
6.4343,-9.55267,2
4.73454,-8.38411,2
5.25847,-5.26061,2
8.66187,-7.7851,2
5.92872,-3.52217,2
5.5031,-7.57307,2
2.51787,-2.94159,1
8.73129,-4.32364,1
0.694063,-4.03174,2
2.79805,-5.84346,2
6.65327,-5.54754,2
8.70036,-7.2547,2
4.06621,-6.85259,2
4.31617,-8.63223,2
5.634,-9.3462,2
4.25693,-7.06231,2
4.38211,-2.3847,1
7.67375,-7.23305,2
2.87926,-6.20962,2
5.88061,-6.31501,2
6.38993,-4.23467,2
3.32486,-9.18279,2
4.60617,-3.09742,1
6.40269,-10.008,2
2.71726,-3.00441,1
7.95879,-4.69344,2
5.52028,-9.66808,2
4.65683,-10.6543,2
6.24562,-6.07286,2
3.18587,-1.04159,1
6.69364,-4.60938,2
7.06408,-5.87983,2
8.29252,-3.88152,1
4.05123,-6.49871,2
5.36037,-9.00419,2
6.12711,-4.02762,2
8.57005,-10.3413,2
6.95901,-3.49821,1
9.5744,-5.81054,2
3.83935,-5.22001,2
6.47135,-7.73466,2
9.68563,-8.39869,2
3.71816,-5.12879,2
4.76414,-2.29542,1
5.4676,-3.94384,2
5.68417,-2.01721,1
6.058,-4.17363,2
4.78906,-5.6734,2
4.24766,-3.62678,2
3.01552,-8.23761,2
8.7305,-3.34251,1
4.89514,-4.27215,2
-0.116627,-3.80175,1
5.76925,-6.33638,2
5.71752,-6.66033,2
0.653802,-6.6469,2
6.02636,-7.11945,2
2.32267,-3.7074,2
15.0315,-7.65673,1
14.1897,-5.00144,1
10.8194,-2.59891,1
10.1549,-7.91015,2
10.8393,-6.9749,2
11.4998,-3.42623,1
11.394,-3.76968,1
10.1186,-5.80225,2
10.2805,-2.04955,1
13.0232,-4.33761,1
6.44344,-5.7834,2
9.49812,-5.78901,2
5.55435,-5.74076,2
12.4228,-3.35132,1
8.9839,-5.14007,2
11.1934,-4.0899,1
14.0863,-3.93799,1
9.47113,-2.44246,1
10.6303,-2.19449,1
12.4228,-4.19046,1
13.0169,-4.85524,1
8.42083,-3.22687,1
10.3638,-6.39933,2
10.3033,-3.97834,1
11.3976,-3.19697,1
12.1551,-3.77466,1
7.08541,-5.14843,2
7.9651,-2.3906,1
9.16757,-2.43589,1
7.68822,-5.61044,2
11.5316,-2.37385,1
9.34636,-6.84651,2
10.7058,-4.37531,1
9.19909,-1.87456,1
10.6191,-1.92097,1
6.39194,-5.15162,2
11.1941,-4.00162,1
9.11059,-3.7597,1
10.0607,-3.48751,1
12.0975,-3.42402,1
10.0111,-4.54067,1
10.2596,-3.52402,1
11.0631,-6.97851,2
8.41119,-1.54547,1
9.43723,-4.16219,1
9.21713,-6.30194,2
6.95636,-2.85612,1
8.94804,-3.20143,1
13.3407,-2.81787,1
9.91764,-4.84919,1
11.3097,-4.30097,1
12.8338,-4.76782,1
11.515,-7.42386,2
10.8782,-2.59322,1
10.315,-3.69435,1
10.4458,-3.05597,1
12.1317,-3.82026,1
9.92436,-4.24791,1
10.2505,-4.14299,1
9.17305,-3.9358,1
10.9309,-5.83382,1
9.29313,-2.12015,1
10.8289,-1.66361,1
12.6447,-4.60261,1
11.0668,-5.67505,1
9.15966,-2.45971,1
11.1831,-7.73264,2
6.18961,-2.71949,1
8.48952,-4.58819,1
8.86692,-3.01835,1
9.18034,-3.36362,1
9.68283,-1.83876,1
12.2769,-3.70326,1
10.9612,-6.5275,2
8.07632,-2.14061,1
9.98213,-4.15535,1
10.0622,-5.65211,1
11.4532,-5.25404,1
10.7356,-2.18822,1
11.5825,-3.15603,1
9.35996,-1.188,1
9.76574,-4.33314,1
11.5904,-2.13018,1
8.4016,-8.03811,2
13.3633,-6.79876,1
11.5415,-3.47947,1
9.5811,-5.22052,1
10.9155,-8.08727,2
8.93584,-4.05202,1
9.50944,-2.79318,1
12.9586,-5.04333,1
8.74636,-1.56048,1
9.53266,-4.61667,1
13.1486,-5.66032,1
9.63296,-6.13913,2
9.52199,-5.47514,2
10.1915,-7.2541,2
8.89264,-2.08934,1
11.3603,-6.75397,2
7.8215,-6.53354,2
7.34215,3.83687,1
5.32988,6.6308,1
4.29598,3.4341,1
4.36154,4.40148,1
7.63483,1.22484,1
4.66733,5.16883,1
4.40864,4.23358,1
6.82273,0.757798,1
6.00361,3.48558,1
5.70297,6.14345,1
6.16558,-0.199211,1
5.52014,5.23859,1
5.42216,4.79278,1
5.63392,3.46993,1
5.56545,0.0477641,1
3.53389,6.43651,1
8.01286,2.40441,1
5.55878,4.09247,1
6.48711,7.51977,1
8.08204,-0.613551,1
2.15839,3.99616,1
5.46554,5.08879,1
6.25681,5.49015,1
7.11368,4.41894,1
7.38101,5.73462,1
3.22039,2.11759,1
5.66555,2.69646,1
5.16326,6.20736,1
5.68076,1.93703,1
5.79814,2.9471,1
2.53632,4.20441,1
2.38896,3.31483,1
3.06053,3.87019,1
6.55494,2.28846,1
6.04669,1.00746,1
4.28265,2.71357,1
8.43939,3.30869,1
6.64098,5.47491,1
5.05854,6.66728,1
5.71193,7.94393,1
2.86768,5.48584,1
2.46662,2.72436,1
5.1728,4.98966,1
8.79093,6.54311,1
7.25756,5.51927,1
9.53049,2.65912,1
4.93571,4.52909,1
6.21236,2.32543,1
4.29448,3.48097,1
4.66556,5.41125,1
3.05304,5.12019,1
5.03454,4.5427,1
5.3864,3.62285,1
4.25855,3.15762,1
3.21072,4.30923,1
3.71043,5.7552,1
2.39138,2.41613,1
9.76014,1.07526,1
7.46168,4.62223,1
6.64259,5.24611,1
5.63484,3.36981,1
5.6086,5.20313,1
5.22132,6.63242,1
6.90847,-0.367478,1
3.36692,2.31147,1
2.45123,4.26854,1
2.76896,2.91534,1
4.29594,5.00086,1
1.98965,0.0577143,1
5.95319,6.43416,1
5.92449,2.32951,1
8.05362,4.96057,1
4.70246,-1.00476,1
6.36939,2.71005,1
3.57269,4.03289,1
3.92695,1.99239,1
4.87093,6.79729,1
2.70847,3.04734,1
4.46854,3.36981,1
3.3769,3.77696,1
4.36347,6.32794,1
5.27417,2.33186,1
3.94314,2.82035,1
4.20796,2.72747,1
3.06304,2.04014,1
1.39984,6.4709,1
8.65015,4.04245,1
6.36587,7.12928,1
2.36289,4.85589,1
9.0882,3.8987,1
6.04445,4.4029,1
8.4528,2.16316,1
3.0983,6.90905,1
3.83713,4.71704,1
6.22777,3.0638,1
4.88134,2.49988,1
3.51044,2.67918,1
3.26264,1.75347,1
4.19813,2.38031,1
1.90811,4.26545,1
7.6335,11.5636,1
9.55239,10.8988,1
8.82431,10.13,1
9.53609,11.0257,1
6.92828,9.11078,1
8.12363,6.08658,1
9.58882,6.65406,1
5.39121,7.85898,1
7.79672,9.86911,1
6.16894,13.239,1
7.82181,14.3882,1
9.15053,8.64301,1
9.33673,11.2226,1
6.18199,8.07805,1
8.15409,9.90375,1
6.54971,7.26341,1
7.51338,5.44773,1
7.51511,7.00795,1
8.82035,7.88339,1
12.2916,9.45033,1
6.72627,8.07472,1
13.1446,9.26216,1
10.8947,5.83574,1
9.84275,6.97065,1
6.23013,10.4285,1
5.49718,8.85289,1
4.49645,10.859,1
8.83606,9.67821,1
8.82836,5.8477,1
10.753,12.2706,1
9.52897,8.72246,1
9.33271,11.0396,1
8.6831,9.95759,1
9.24189,9.17767,1
11.153,5.22184,1
4.90509,10.2647,1
7.8787,9.5271,1
6.15975,12.7658,1
7.87321,8.34243,1
3.8973,10.5603,1
5.81707,10.6926,1
8.53069,9.75935,1
7.5315,9.76666,1
7.38964,8.02416,1
9.80662,8.80213,1
6.85378,11.8425,1
8.92915,9.65792,1
12.4702,7.59085,1
8.46372,12.7938,1
8.096,9.5046,1
7.71607,11.2661,1
10.7096,7.94559,1
9.27777,10.0806,1
9.43891,10.3292,1
8.6117,9.78875,1
8.55079,6.77346,1
5.88591,7.79529,1
6.88355,10.4314,1
10.1595,12.3298,1
8.37772,7.51317,1
8.62678,6.08511,1
7.86328,10.9802,1
9.81885,6.93414,1
5.19712,4.80138,1
8.32687,13.3961,1
8.66654,4.61027,1
7.69336,7.33503,1
9.79505,10.617,1
9.56953,6.38934,1
9.74486,10.0985,1
10.0514,13.6198,1
9.51315,10.7732,1
8.53097,9.8154,1
11.5011,11.4006,1
9.90903,7.52402,1
7.35004,7.36739,1
11.1515,9.21855,1
9.82957,8.17443,1
8.10995,15.9319,1
8.18334,7.94658,1
11.744,6.19069,1
10.2392,7.76892,1
14.3541,11.0925,1
9.60295,14.577,1
11.0618,8.8641,1
11.568,8.85517,1
11.0267,7.50175,1
12.4435,10.148,1
7.43665,11.0999,1
6.43254,8.39317,1
9.19674,7.23604,1
11.7944,11.4183,1
5.47145,7.83539,1
10.4489,8.12086,1
7.14811,10.5092,1
12.6388,7.00461,1
5.44141,6.08442,1
11.3551,10.8406,1
10.7955,6.79565,1
11.2869,9.37972,1
